X_实时推理GPU需求_等效GPU,Y_实时推理执行时长_分钟,X_批量推理GPU需求_等效GPU,Y_批量推理执行时长_分钟,X_AI训练GPU需求_等效GPU,Y_AI训练执行时长_分钟
7,51,6.0,98.0,42.0,272.0
2,241,12.0,55.0,127.0,40.0
6,78,10.0,148.0,100.0,108.0
3,238,13.0,28.0,69.0,189.0
6,157,6.0,15.0,22.0,199.0
5,133,19.0,93.0,70.0,116.0
7,398,7.0,243.0,73.0,141.0
4,172,21.0,63.0,39.0,364.0
1,229,4.0,38.0,60.0,129.0
3,60,12.0,352.0,90.0,204.0
4,78,4.0,93.0,64.0,342.0
3,290,18.0,335.0,50.0,333.0
4,128,9.0,138.0,31.0,380.0
5,190,6.0,104.0,68.0,189.0
5,200,9.0,193.0,108.0,359.0
3,335,10.0,176.0,87.0,179.0
6,85,21.0,380.0,45.0,181.0
1,257,21.0,207.0,100.0,161.0
1,221,19.0,158.0,32.0,152.0
6,313,14.0,301.0,63.0,172.0
3,198,7.0,333.0,36.0,339.0
3,189,19.0,229.0,20.0,190.0
7,287,17.0,135.0,85.0,28.0
1,98,14.0,196.0,97.0,386.0
5,344,15.0,388.0,69.0,207.0
7,173,19.0,268.0,72.0,189.0
2,214,16.0,318.0,97.0,361.0
6,221,19.0,119.0,83.0,366.0
3,54,15.0,306.0,30.0,125.0
1,124,12.0,216.0,75.0,86.0
6,342,14.0,193.0,32.0,290.0
6,82,8.0,335.0,65.0,137.0
4,249,8.0,290.0,99.0,333.0
1,94,13.0,311.0,90.0,348.0
7,291,19.0,71.0,20.0,282.0
5,103,15.0,386.0,73.0,116.0
6,221,5.0,318.0,102.0,130.0
3,239,14.0,284.0,48.0,339.0
6,18,11.0,155.0,25.0,396.0
3,199,8.0,19.0,92.0,168.0
6,183,18.0,90.0,21.0,35.0
3,238,21.0,41.0,120.0,212.0
1,289,10.0,222.0,95.0,175.0
2,369,10.0,368.0,74.0,57.0
3,165,10.0,45.0,90.0,144.0
2,84,20.0,368.0,91.0,287.0
6,79,7.0,270.0,23.0,382.0
6,76,14.0,220.0,102.0,66.0
7,130,23.0,212.0,20.0,309.0
5,128,20.0,262.0,53.0,210.0
5,243,4.0,321.0,115.0,221.0
6,170,17.0,176.0,68.0,72.0
7,377,8.0,60.0,114.0,234.0
7,324,11.0,316.0,75.0,149.0
3,10,19.0,241.0,22.0,368.0
6,15,10.0,132.0,116.0,191.0
5,29,7.0,82.0,29.0,367.0
1,236,9.0,25.0,105.0,97.0
7,61,16.0,130.0,23.0,130.0
7,17,14.0,139.0,69.0,387.0
1,108,22.0,48.0,85.0,279.0
6,307,20.0,326.0,103.0,330.0
1,386,23.0,390.0,89.0,292.0
2,288,15.0,247.0,83.0,173.0
3,79,13.0,144.0,27.0,157.0
3,377,20.0,319.0,89.0,19.0
6,242,6.0,354.0,29.0,346.0
7,322,12.0,176.0,116.0,283.0
7,309,17.0,184.0,45.0,46.0
2,93,21.0,253.0,50.0,356.0
5,350,18.0,29.0,45.0,381.0
2,141,9.0,27.0,97.0,117.0
3,359,6.0,284.0,27.0,394.0
5,84,9.0,323.0,47.0,117.0
2,197,11.0,27.0,94.0,375.0
4,355,6.0,321.0,100.0,286.0
6,397,7.0,308.0,111.0,389.0
4,109,8.0,71.0,42.0,59.0
5,206,17.0,128.0,74.0,268.0
2,161,13.0,190.0,42.0,43.0
6,142,11.0,390.0,17.0,229.0
1,107,10.0,247.0,16.0,274.0
2,277,7.0,378.0,99.0,306.0
5,32,10.0,233.0,109.0,163.0
7,35,21.0,180.0,85.0,101.0
6,200,14.0,319.0,61.0,25.0
6,255,20.0,148.0,119.0,399.0
5,270,9.0,319.0,55.0,67.0
4,296,5.0,253.0,21.0,327.0
1,53,8.0,127.0,99.0,93.0
1,68,20.0,65.0,102.0,237.0
4,144,12.0,287.0,99.0,388.0
7,98,13.0,115.0,86.0,394.0
4,117,19.0,271.0,105.0,102.0
2,56,23.0,253.0,23.0,294.0
1,239,11.0,23.0,108.0,385.0
3,254,6.0,31.0,89.0,133.0
6,247,9.0,53.0,19.0,381.0
5,360,5.0,49.0,81.0,203.0
3,215,17.0,104.0,127.0,235.0
1,290,9.0,356.0,17.0,328.0
1,352,10.0,331.0,41.0,379.0
5,315,17.0,97.0,83.0,127.0
4,271,21.0,338.0,63.0,77.0
2,275,18.0,321.0,34.0,209.0
3,188,21.0,313.0,73.0,208.0
2,168,16.0,148.0,82.0,232.0
7,125,13.0,113.0,96.0,16.0
2,378,8.0,118.0,49.0,13.0
7,389,14.0,245.0,44.0,273.0
6,241,11.0,202.0,75.0,200.0
1,139,21.0,373.0,96.0,379.0
2,387,22.0,144.0,90.0,87.0
7,266,13.0,224.0,78.0,291.0
1,53,20.0,303.0,107.0,349.0
6,321,12.0,349.0,41.0,346.0
6,97,12.0,242.0,32.0,351.0
2,246,20.0,303.0,45.0,65.0
4,265,14.0,283.0,54.0,319.0
2,95,8.0,326.0,105.0,57.0
5,215,20.0,224.0,27.0,151.0
5,299,10.0,78.0,106.0,48.0
5,146,11.0,128.0,85.0,323.0
5,37,7.0,378.0,49.0,347.0
3,67,5.0,278.0,119.0,356.0
3,189,12.0,93.0,108.0,122.0
7,334,20.0,177.0,109.0,176.0
2,394,17.0,61.0,95.0,147.0
1,212,14.0,176.0,107.0,219.0
1,50,10.0,314.0,28.0,118.0
4,345,22.0,263.0,104.0,358.0
6,395,8.0,240.0,95.0,305.0
7,298,12.0,367.0,97.0,41.0
6,30,14.0,399.0,102.0,156.0
6,369,14.0,356.0,99.0,189.0
2,285,19.0,81.0,118.0,300.0
3,175,18.0,263.0,28.0,225.0
6,282,12.0,336.0,87.0,261.0
7,166,8.0,334.0,31.0,35.0
6,150,20.0,245.0,106.0,12.0
1,314,16.0,392.0,21.0,127.0
7,360,22.0,100.0,80.0,361.0
2,112,21.0,132.0,35.0,302.0
3,399,4.0,211.0,90.0,62.0
6,79,19.0,42.0,116.0,366.0
7,313,21.0,183.0,125.0,165.0
2,357,19.0,331.0,73.0,269.0
3,87,20.0,338.0,122.0,310.0
3,375,7.0,385.0,31.0,269.0
7,67,16.0,361.0,78.0,331.0
2,239,19.0,224.0,43.0,164.0
1,68,10.0,167.0,16.0,229.0
4,23,8.0,335.0,23.0,179.0
7,117,18.0,75.0,54.0,300.0
4,266,13.0,27.0,127.0,292.0
1,389,7.0,202.0,44.0,223.0
7,30,12.0,299.0,22.0,289.0
3,300,10.0,316.0,42.0,51.0
3,332,6.0,253.0,110.0,99.0
7,388,11.0,260.0,37.0,286.0
4,322,6.0,278.0,56.0,381.0
2,245,14.0,369.0,26.0,244.0
7,380,22.0,155.0,40.0,195.0
2,211,8.0,178.0,18.0,387.0
6,167,12.0,355.0,75.0,380.0
6,330,19.0,105.0,117.0,296.0
2,98,20.0,329.0,107.0,203.0
5,104,22.0,200.0,48.0,358.0
3,181,18.0,173.0,39.0,338.0
7,176,21.0,28.0,62.0,158.0
3,328,17.0,56.0,91.0,87.0
5,212,19.0,33.0,77.0,323.0
4,210,7.0,80.0,17.0,80.0
7,249,5.0,321.0,96.0,221.0
6,103,13.0,42.0,23.0,125.0
1,275,14.0,32.0,79.0,211.0
7,225,8.0,378.0,26.0,217.0
6,107,10.0,161.0,64.0,168.0
4,203,10.0,379.0,85.0,21.0
1,285,15.0,80.0,60.0,18.0
2,53,9.0,236.0,16.0,336.0
7,268,14.0,25.0,42.0,91.0
3,220,23.0,187.0,35.0,366.0
5,240,4.0,305.0,121.0,377.0
3,320,5.0,45.0,37.0,222.0
2,109,22.0,310.0,108.0,260.0
1,237,7.0,233.0,63.0,351.0
6,134,19.0,152.0,107.0,238.0
6,146,14.0,207.0,29.0,353.0
1,201,8.0,258.0,65.0,388.0
3,305,12.0,162.0,114.0,222.0
2,73,10.0,15.0,116.0,277.0
1,308,14.0,11.0,127.0,247.0
6,244,12.0,395.0,63.0,300.0
5,55,6.0,287.0,113.0,133.0
4,155,22.0,324.0,41.0,136.0
3,92,20.0,276.0,26.0,32.0
4,228,4.0,342.0,96.0,342.0
2,260,17.0,103.0,96.0,132.0
1,65,13.0,83.0,54.0,219.0
7,314,9.0,174.0,70.0,103.0
4,233,23.0,258.0,33.0,242.0
6,238,4.0,186.0,58.0,323.0
6,384,16.0,196.0,25.0,279.0
7,13,11.0,88.0,98.0,83.0
3,171,17.0,18.0,29.0,220.0
2,100,13.0,376.0,49.0,80.0
3,130,21.0,316.0,97.0,260.0
3,243,9.0,82.0,82.0,45.0
7,362,7.0,381.0,74.0,392.0
1,262,8.0,304.0,78.0,250.0
2,345,18.0,24.0,56.0,211.0
4,45,22.0,219.0,43.0,68.0
2,239,12.0,268.0,46.0,235.0
7,259,19.0,158.0,32.0,88.0
6,138,12.0,104.0,69.0,311.0
2,235,13.0,180.0,35.0,73.0
5,318,8.0,215.0,91.0,201.0
7,360,15.0,82.0,94.0,363.0
5,143,10.0,273.0,100.0,142.0
3,222,8.0,380.0,72.0,154.0
4,278,18.0,115.0,120.0,338.0
7,271,10.0,280.0,59.0,40.0
3,396,12.0,236.0,44.0,27.0
2,322,12.0,327.0,121.0,68.0
1,88,17.0,251.0,66.0,176.0
1,32,16.0,108.0,97.0,142.0
6,167,16.0,126.0,59.0,259.0
7,269,6.0,240.0,118.0,253.0
3,368,23.0,308.0,19.0,24.0
2,49,6.0,300.0,114.0,71.0
4,287,12.0,69.0,74.0,376.0
6,116,13.0,98.0,97.0,55.0
5,349,15.0,336.0,100.0,220.0
5,342,13.0,32.0,113.0,372.0
5,141,12.0,142.0,107.0,370.0
1,167,11.0,391.0,56.0,367.0
2,387,15.0,38.0,17.0,114.0
2,181,20.0,97.0,122.0,120.0
1,368,17.0,392.0,16.0,106.0
1,260,21.0,377.0,123.0,320.0
5,244,17.0,229.0,71.0,355.0
2,222,15.0,356.0,32.0,358.0
3,94,12.0,289.0,38.0,361.0
7,228,10.0,149.0,41.0,195.0
7,382,15.0,34.0,56.0,367.0
6,263,9.0,127.0,74.0,158.0
2,308,9.0,81.0,118.0,93.0
3,338,5.0,305.0,82.0,301.0
1,298,13.0,203.0,72.0,180.0
1,281,18.0,278.0,109.0,295.0
5,155,7.0,16.0,23.0,151.0
6,326,21.0,15.0,103.0,311.0
2,289,17.0,50.0,31.0,213.0
5,387,14.0,82.0,99.0,287.0
3,104,20.0,152.0,16.0,201.0
1,10,12.0,169.0,104.0,185.0
4,384,20.0,235.0,71.0,268.0
2,186,5.0,346.0,41.0,228.0
1,165,17.0,248.0,103.0,233.0
7,67,17.0,77.0,89.0,290.0
6,235,5.0,112.0,25.0,279.0
5,206,4.0,11.0,99.0,53.0
4,333,10.0,287.0,111.0,66.0
4,325,19.0,291.0,110.0,247.0
2,232,22.0,130.0,41.0,316.0
3,256,4.0,285.0,109.0,270.0
4,66,4.0,253.0,54.0,49.0
4,386,16.0,389.0,51.0,263.0
3,327,21.0,178.0,118.0,94.0
4,356,9.0,277.0,74.0,110.0
4,90,16.0,238.0,49.0,311.0
1,386,8.0,164.0,115.0,381.0
5,104,13.0,259.0,17.0,29.0
7,137,16.0,26.0,67.0,71.0
3,278,6.0,94.0,51.0,220.0
4,269,4.0,337.0,58.0,272.0
6,393,11.0,51.0,52.0,95.0
7,374,17.0,124.0,88.0,329.0
6,339,13.0,145.0,69.0,147.0
2,226,10.0,24.0,79.0,245.0
4,388,12.0,105.0,62.0,181.0
7,209,13.0,34.0,21.0,366.0
1,285,16.0,352.0,115.0,301.0
1,328,4.0,56.0,43.0,348.0
4,84,7.0,119.0,109.0,252.0
2,293,16.0,360.0,91.0,82.0
6,349,18.0,54.0,72.0,119.0
7,261,5.0,109.0,95.0,79.0
7,313,23.0,301.0,57.0,227.0
6,154,7.0,175.0,24.0,16.0
4,191,5.0,150.0,52.0,320.0
7,349,18.0,393.0,73.0,369.0
4,380,7.0,320.0,83.0,293.0
2,251,6.0,129.0,104.0,187.0
1,251,8.0,46.0,46.0,277.0
6,303,14.0,307.0,70.0,366.0
5,203,13.0,325.0,99.0,269.0
1,108,12.0,37.0,74.0,14.0
1,53,7.0,307.0,110.0,190.0
2,338,19.0,269.0,77.0,287.0
1,202,21.0,113.0,99.0,124.0
3,391,8.0,61.0,105.0,365.0
5,75,19.0,68.0,121.0,395.0
1,113,9.0,343.0,45.0,98.0
6,66,10.0,104.0,36.0,82.0
2,150,15.0,88.0,107.0,350.0
4,239,22.0,156.0,42.0,293.0
4,22,22.0,59.0,26.0,30.0
1,90,11.0,352.0,57.0,159.0
3,196,13.0,26.0,93.0,30.0
2,348,23.0,206.0,37.0,74.0
4,265,12.0,27.0,85.0,50.0
5,88,19.0,100.0,112.0,317.0
5,29,13.0,137.0,32.0,396.0
2,399,17.0,93.0,50.0,333.0
2,154,8.0,30.0,124.0,102.0
5,27,15.0,152.0,97.0,204.0
2,127,8.0,332.0,33.0,78.0
2,185,19.0,40.0,112.0,280.0
6,29,13.0,163.0,125.0,300.0
5,284,20.0,255.0,34.0,255.0
3,197,11.0,29.0,100.0,360.0
7,134,10.0,182.0,121.0,46.0
1,158,7.0,270.0,107.0,262.0
6,370,17.0,20.0,88.0,222.0
3,62,12.0,53.0,33.0,258.0
4,183,23.0,36.0,17.0,29.0
3,108,4.0,372.0,108.0,303.0
6,349,9.0,28.0,29.0,146.0
1,378,21.0,334.0,23.0,123.0
7,101,16.0,18.0,124.0,379.0
6,266,14.0,178.0,63.0,332.0
4,207,15.0,19.0,120.0,394.0
1,190,12.0,10.0,72.0,115.0
2,237,16.0,73.0,99.0,222.0
6,51,17.0,96.0,121.0,63.0
4,118,21.0,101.0,28.0,170.0
6,342,16.0,95.0,68.0,328.0
6,288,16.0,191.0,17.0,125.0
7,193,20.0,107.0,103.0,185.0
3,19,4.0,134.0,87.0,393.0
4,112,6.0,217.0,64.0,308.0
3,37,20.0,252.0,47.0,238.0
5,162,21.0,363.0,47.0,317.0
5,54,16.0,151.0,110.0,391.0
1,165,20.0,302.0,104.0,12.0
7,156,12.0,145.0,107.0,173.0
5,86,5.0,100.0,101.0,256.0
6,390,23.0,198.0,122.0,298.0
7,206,7.0,312.0,45.0,74.0
3,254,21.0,232.0,23.0,253.0
6,310,4.0,200.0,127.0,332.0
5,254,6.0,270.0,38.0,324.0
5,224,10.0,351.0,98.0,278.0
1,22,4.0,235.0,95.0,60.0
4,194,16.0,376.0,87.0,343.0
5,258,10.0,79.0,79.0,197.0
5,226,11.0,303.0,42.0,284.0
7,268,22.0,233.0,81.0,399.0
1,117,13.0,192.0,113.0,191.0
5,119,6.0,179.0,45.0,334.0
6,395,17.0,262.0,122.0,19.0
1,243,15.0,139.0,43.0,69.0
7,388,5.0,312.0,25.0,72.0
3,187,4.0,79.0,30.0,311.0
2,81,6.0,261.0,127.0,102.0
4,263,9.0,248.0,43.0,295.0
7,263,19.0,64.0,58.0,356.0
1,128,17.0,71.0,53.0,244.0
2,44,9.0,99.0,18.0,239.0
4,173,9.0,194.0,24.0,303.0
2,312,11.0,380.0,84.0,300.0
7,90,22.0,103.0,122.0,36.0
1,106,14.0,385.0,39.0,327.0
6,113,4.0,386.0,72.0,254.0
2,64,7.0,330.0,99.0,173.0
1,70,14.0,289.0,25.0,226.0
6,317,19.0,368.0,65.0,37.0
3,271,19.0,268.0,21.0,271.0
5,346,15.0,200.0,117.0,203.0
1,183,22.0,50.0,120.0,208.0
7,385,5.0,199.0,106.0,293.0
3,141,4.0,191.0,73.0,103.0
1,283,16.0,318.0,65.0,292.0
3,276,19.0,307.0,96.0,351.0
7,297,18.0,12.0,34.0,160.0
6,253,21.0,106.0,76.0,393.0
3,298,19.0,195.0,24.0,288.0
7,343,23.0,266.0,75.0,326.0
7,66,18.0,151.0,41.0,319.0
6,185,16.0,210.0,46.0,236.0
6,44,21.0,355.0,21.0,357.0
5,360,20.0,250.0,18.0,14.0
4,225,17.0,70.0,36.0,151.0
3,376,9.0,297.0,62.0,103.0
6,75,9.0,73.0,115.0,189.0
6,12,16.0,218.0,124.0,73.0
3,334,18.0,260.0,119.0,47.0
2,177,18.0,336.0,102.0,263.0
6,381,14.0,217.0,24.0,310.0
4,69,14.0,142.0,98.0,122.0
1,23,18.0,152.0,73.0,398.0
1,150,23.0,158.0,23.0,56.0
2,105,14.0,304.0,63.0,103.0
6,287,12.0,247.0,70.0,311.0
1,45,18.0,263.0,46.0,357.0
1,121,19.0,151.0,73.0,66.0
3,105,13.0,399.0,96.0,282.0
4,171,5.0,314.0,120.0,143.0
6,304,17.0,368.0,96.0,112.0
7,36,14.0,192.0,105.0,71.0
3,394,7.0,18.0,46.0,10.0
4,249,13.0,158.0,85.0,231.0
4,358,16.0,12.0,17.0,281.0
2,281,10.0,199.0,41.0,338.0
7,144,6.0,334.0,40.0,37.0
3,344,8.0,376.0,90.0,10.0
1,365,7.0,76.0,46.0,115.0
1,200,7.0,130.0,126.0,135.0
3,182,9.0,228.0,81.0,317.0
5,287,19.0,367.0,80.0,320.0
7,230,21.0,289.0,73.0,174.0
1,112,22.0,161.0,95.0,34.0
1,156,10.0,176.0,87.0,105.0
5,171,14.0,40.0,21.0,229.0
1,376,9.0,88.0,95.0,325.0
3,68,7.0,331.0,122.0,48.0
1,303,7.0,341.0,123.0,261.0
6,324,11.0,178.0,77.0,239.0
1,104,10.0,81.0,35.0,347.0
5,346,11.0,247.0,80.0,85.0
3,384,20.0,216.0,20.0,132.0
2,247,4.0,332.0,88.0,377.0
2,337,14.0,150.0,102.0,186.0
7,89,21.0,99.0,95.0,290.0
6,159,16.0,103.0,106.0,224.0
2,374,18.0,12.0,22.0,352.0
4,157,11.0,278.0,113.0,63.0
5,376,10.0,218.0,64.0,154.0
1,51,16.0,39.0,94.0,316.0
7,395,11.0,15.0,98.0,382.0
4,204,22.0,28.0,117.0,60.0
7,28,12.0,394.0,100.0,283.0
2,47,13.0,186.0,57.0,99.0
2,165,6.0,39.0,39.0,221.0
1,221,5.0,119.0,86.0,391.0
1,251,23.0,186.0,73.0,120.0
2,108,6.0,333.0,29.0,233.0
2,212,21.0,298.0,66.0,391.0
2,24,9.0,212.0,109.0,292.0
2,213,7.0,99.0,121.0,129.0
5,124,20.0,193.0,97.0,279.0
6,86,5.0,224.0,102.0,66.0
6,194,22.0,29.0,73.0,167.0
6,91,8.0,40.0,115.0,243.0
4,264,17.0,265.0,18.0,11.0
3,383,12.0,77.0,27.0,55.0
4,143,9.0,78.0,74.0,104.0
3,172,4.0,258.0,41.0,141.0
1,168,22.0,241.0,42.0,108.0
6,24,11.0,82.0,21.0,372.0
2,81,17.0,374.0,28.0,302.0
4,46,15.0,24.0,98.0,54.0
6,284,4.0,80.0,122.0,104.0
4,134,20.0,338.0,20.0,357.0
3,26,10.0,179.0,79.0,143.0
6,152,20.0,79.0,115.0,209.0
7,46,13.0,331.0,81.0,336.0
4,109,9.0,219.0,81.0,96.0
4,356,7.0,320.0,25.0,158.0
6,130,7.0,242.0,107.0,22.0
5,387,6.0,56.0,119.0,219.0
4,281,19.0,274.0,107.0,68.0
6,198,15.0,152.0,20.0,275.0
5,395,7.0,162.0,104.0,167.0
4,12,17.0,177.0,122.0,281.0
3,31,21.0,104.0,119.0,247.0
3,354,6.0,200.0,66.0,93.0
1,106,22.0,77.0,99.0,15.0
6,94,5.0,200.0,44.0,146.0
7,219,7.0,137.0,44.0,74.0
2,181,22.0,355.0,74.0,240.0
5,188,16.0,104.0,90.0,15.0
7,171,16.0,77.0,43.0,38.0
3,326,13.0,230.0,63.0,213.0
6,213,12.0,256.0,99.0,165.0
1,201,23.0,250.0,103.0,232.0
1,278,7.0,347.0,44.0,310.0
4,319,6.0,304.0,71.0,207.0
7,278,14.0,96.0,102.0,226.0
6,338,23.0,116.0,92.0,241.0
6,183,8.0,206.0,73.0,144.0
4,115,9.0,199.0,68.0,349.0
5,52,20.0,55.0,80.0,106.0
2,267,23.0,301.0,95.0,275.0
7,326,12.0,156.0,16.0,270.0
4,233,23.0,144.0,35.0,307.0
3,78,22.0,329.0,47.0,14.0
5,111,18.0,32.0,124.0,362.0
7,268,15.0,284.0,43.0,159.0
2,33,6.0,57.0,78.0,29.0
6,336,18.0,338.0,58.0,349.0
5,140,20.0,76.0,113.0,170.0
4,370,12.0,119.0,95.0,224.0
1,120,19.0,373.0,120.0,366.0
7,42,19.0,18.0,24.0,106.0
1,38,23.0,69.0,89.0,158.0
7,194,6.0,187.0,31.0,340.0
4,95,17.0,53.0,121.0,332.0
2,119,16.0,298.0,53.0,178.0
2,191,20.0,157.0,95.0,357.0
5,175,16.0,168.0,87.0,143.0
2,158,14.0,237.0,19.0,17.0
1,363,12.0,355.0,21.0,393.0
6,325,6.0,160.0,68.0,258.0
5,148,13.0,141.0,115.0,72.0
6,99,19.0,145.0,108.0,132.0
4,234,13.0,150.0,50.0,84.0
2,195,13.0,254.0,66.0,82.0
3,330,7.0,182.0,74.0,277.0
5,126,18.0,290.0,78.0,339.0
1,121,23.0,39.0,82.0,294.0
2,28,13.0,321.0,98.0,287.0
4,109,20.0,208.0,95.0,367.0
6,128,23.0,201.0,36.0,208.0
7,281,20.0,298.0,80.0,233.0
6,116,20.0,289.0,105.0,340.0
6,18,16.0,198.0,73.0,350.0
3,126,10.0,336.0,58.0,152.0
1,332,17.0,185.0,58.0,110.0
7,273,8.0,189.0,125.0,332.0
3,300,10.0,365.0,28.0,323.0
7,306,12.0,210.0,85.0,86.0
1,107,5.0,359.0,113.0,95.0
3,338,10.0,158.0,56.0,34.0
3,333,15.0,310.0,51.0,391.0
3,128,10.0,292.0,23.0,383.0
3,311,4.0,234.0,47.0,90.0
7,135,7.0,394.0,82.0,102.0
1,231,23.0,249.0,64.0,36.0
2,19,14.0,113.0,46.0,341.0
4,271,13.0,292.0,45.0,187.0
5,129,22.0,322.0,81.0,382.0
1,19,10.0,69.0,29.0,387.0
4,157,11.0,15.0,49.0,27.0
2,171,23.0,111.0,63.0,365.0
2,205,18.0,126.0,48.0,50.0
2,172,22.0,226.0,114.0,133.0
6,169,8.0,137.0,101.0,264.0
4,364,21.0,379.0,102.0,283.0
7,288,11.0,67.0,62.0,157.0
5,203,4.0,175.0,122.0,228.0
4,394,20.0,105.0,87.0,150.0
1,257,5.0,127.0,68.0,395.0
1,69,12.0,136.0,121.0,115.0
4,317,10.0,238.0,115.0,293.0
4,69,22.0,394.0,101.0,276.0
6,152,11.0,85.0,41.0,155.0
3,149,17.0,21.0,53.0,271.0
7,329,18.0,240.0,123.0,54.0
6,302,12.0,357.0,105.0,124.0
4,261,10.0,309.0,106.0,360.0
4,159,22.0,143.0,32.0,397.0
6,56,6.0,198.0,113.0,279.0
4,81,12.0,215.0,41.0,143.0
1,351,23.0,366.0,56.0,34.0
1,252,14.0,270.0,33.0,310.0
6,26,11.0,359.0,94.0,255.0
2,165,12.0,295.0,20.0,280.0
7,32,15.0,234.0,39.0,248.0
6,187,22.0,226.0,44.0,20.0
2,232,9.0,189.0,97.0,38.0
3,119,7.0,120.0,18.0,246.0
6,183,21.0,290.0,72.0,311.0
3,334,13.0,109.0,46.0,35.0
6,181,12.0,45.0,40.0,155.0
6,163,12.0,93.0,75.0,136.0
1,114,18.0,207.0,43.0,237.0
2,75,23.0,327.0,29.0,274.0
6,354,13.0,258.0,25.0,126.0
5,210,21.0,237.0,29.0,389.0
6,310,19.0,350.0,108.0,291.0
3,210,4.0,289.0,84.0,304.0
6,106,6.0,22.0,107.0,154.0
5,371,18.0,391.0,42.0,85.0
5,227,18.0,263.0,84.0,381.0
7,50,13.0,335.0,39.0,196.0
2,124,21.0,142.0,51.0,231.0
7,43,19.0,85.0,89.0,117.0
2,206,14.0,316.0,54.0,109.0
4,90,10.0,107.0,74.0,307.0
5,54,8.0,217.0,40.0,390.0
7,374,7.0,153.0,75.0,286.0
4,32,20.0,277.0,27.0,367.0
2,20,16.0,291.0,30.0,320.0
6,234,22.0,227.0,16.0,177.0
6,33,9.0,52.0,29.0,27.0
1,180,19.0,13.0,99.0,65.0
5,214,11.0,25.0,56.0,255.0
2,275,5.0,29.0,26.0,76.0
1,107,22.0,135.0,89.0,346.0
2,241,22.0,346.0,60.0,35.0
1,188,21.0,386.0,43.0,297.0
4,329,13.0,193.0,118.0,262.0
3,397,18.0,172.0,20.0,271.0
1,154,7.0,280.0,25.0,222.0
5,11,15.0,213.0,89.0,122.0
3,184,18.0,206.0,54.0,285.0
2,52,15.0,141.0,124.0,10.0
2,313,10.0,160.0,21.0,52.0
7,49,21.0,155.0,16.0,80.0
3,78,7.0,377.0,46.0,387.0
6,250,7.0,268.0,83.0,269.0
3,213,6.0,36.0,17.0,393.0
1,14,14.0,54.0,40.0,327.0
3,201,19.0,180.0,95.0,84.0
6,41,21.0,69.0,93.0,357.0
6,347,5.0,290.0,23.0,196.0
1,51,21.0,95.0,45.0,388.0
3,126,14.0,200.0,58.0,226.0
6,11,21.0,373.0,60.0,296.0
1,377,14.0,336.0,46.0,124.0
3,49,11.0,206.0,108.0,369.0
2,30,5.0,387.0,24.0,342.0
3,32,17.0,85.0,16.0,198.0
7,35,9.0,160.0,101.0,210.0
2,355,13.0,41.0,118.0,221.0
2,292,21.0,366.0,113.0,275.0
7,168,10.0,171.0,123.0,376.0
6,251,16.0,175.0,40.0,80.0
1,81,14.0,281.0,43.0,20.0
6,43,4.0,47.0,108.0,389.0
4,99,7.0,26.0,95.0,102.0
6,233,18.0,162.0,22.0,79.0
4,286,4.0,25.0,100.0,300.0
1,154,13.0,16.0,124.0,183.0
4,39,7.0,337.0,96.0,275.0
2,335,7.0,367.0,63.0,213.0
3,99,10.0,177.0,123.0,247.0
6,294,16.0,347.0,70.0,326.0
3,66,23.0,271.0,92.0,375.0
6,60,20.0,318.0,51.0,211.0
2,246,20.0,111.0,20.0,109.0
7,173,10.0,199.0,96.0,286.0
7,35,6.0,398.0,44.0,157.0
5,210,16.0,102.0,126.0,388.0
2,90,23.0,363.0,94.0,328.0
1,376,21.0,362.0,61.0,194.0
5,158,16.0,174.0,59.0,327.0
5,125,5.0,94.0,34.0,377.0
7,18,12.0,274.0,107.0,237.0
5,221,8.0,188.0,24.0,66.0
2,145,6.0,328.0,45.0,81.0
5,59,15.0,18.0,44.0,326.0
1,109,10.0,283.0,66.0,376.0
3,97,13.0,120.0,124.0,395.0
6,327,4.0,170.0,98.0,20.0
7,207,16.0,81.0,19.0,222.0
3,127,10.0,188.0,116.0,228.0
7,159,4.0,135.0,21.0,368.0
5,51,10.0,246.0,81.0,243.0
1,312,19.0,69.0,93.0,204.0
6,221,4.0,189.0,51.0,200.0
3,142,10.0,313.0,58.0,215.0
4,274,11.0,26.0,117.0,196.0
5,339,19.0,48.0,96.0,186.0
1,191,6.0,155.0,70.0,165.0
1,353,8.0,144.0,22.0,223.0
7,325,12.0,298.0,88.0,251.0
2,346,19.0,92.0,94.0,363.0
1,231,5.0,125.0,99.0,296.0
4,350,17.0,364.0,30.0,79.0
4,150,20.0,204.0,18.0,352.0
2,326,19.0,221.0,32.0,362.0
1,241,15.0,299.0,95.0,311.0
4,241,23.0,352.0,61.0,116.0
2,243,12.0,91.0,31.0,399.0
4,39,21.0,83.0,60.0,154.0
6,185,21.0,96.0,55.0,139.0
4,88,4.0,264.0,101.0,392.0
1,145,9.0,164.0,118.0,160.0
2,114,8.0,376.0,66.0,267.0
5,117,9.0,269.0,73.0,76.0
5,31,18.0,231.0,18.0,256.0
3,136,15.0,186.0,56.0,339.0
5,146,10.0,189.0,124.0,397.0
5,173,8.0,277.0,86.0,136.0
3,67,16.0,314.0,118.0,375.0
2,170,21.0,286.0,18.0,262.0
7,399,19.0,47.0,16.0,104.0
3,126,14.0,273.0,125.0,284.0
4,276,9.0,379.0,74.0,89.0
4,255,7.0,261.0,117.0,304.0
